MeasurementID,DateID,TimeID,Datetime,ReadingID,CO_Concentration,NMHC_Concentration,Benzene_Concentration,NOx_Concentration,NO2_Concentration,Temperature,Relative_Humidity,Absolute_Humidity,Day,Month,Year,Hour,Minute,Second,PT08_S1,PT08_S2,PT08_S3,PT08_S4,PT08_S5
8380,8380,8380,22/02/2005 21:00,8380,2.7,-200,8.5,339,218,4.3,79.5,0.6648,22,2,2005,21,0,0,1122,919,680,1201,981
8381,8381,8381,22/02/2005 22:00,8381,1.4,-200,3.6,190,150,4.5,75.5,0.6429,22,2,2005,22,0,0,940,686,903,1005,648
8382,8382,8382,22/02/2005 23:00,8382,0.9,-200,2.6,126,111,4.4,77.1,0.6523,22,2,2005,23,0,0,935,628,995,986,611
8383,8383,8383,23/02/2005 0:00,8383,1.5,-200,4.3,189,142,4.2,78.2,0.6506,23,2,2005,0,0,0,1011,725,852,1050,773
8384,8384,8384,23/02/2005 1:00,8384,1.1,-200,3.2,146,119,4,79.3,0.6517,23,2,2005,1,0,0,952,665,907,1007,703
8385,8385,8385,23/02/2005 2:00,8385,0.8,-200,1.8,98,87,3.9,78.7,0.643,23,2,2005,2,0,0,899,572,1063,951,560
8386,8386,8386,23/02/2005 3:00,8386,0.6,-200,1.4,-200,-200,3.5,80.6,0.6403,23,2,2005,3,0,0,880,533,1161,948,499
8387,8387,8387,23/02/2005 4:00,8387,0.6,-200,1.2,75,70,3.2,82.8,0.6426,23,2,2005,4,0,0,882,516,1132,959,575
8388,8388,8388,23/02/2005 5:00,8388,0.6,-200,0.7,77,68,4.1,76,0.6304,23,2,2005,5,0,0,844,466,1261,894,478
8389,8389,8389,23/02/2005 6:00,8389,0.6,-200,1,72,66,4.2,75.9,0.6311,23,2,2005,6,0,0,860,497,1251,912,442
8390,8390,8390,23/02/2005 7:00,8390,0.7,-200,2.2,152,117,4.5,76.3,0.648,23,2,2005,7,0,0,917,597,1084,994,602
8391,8391,8391,23/02/2005 8:00,8391,1.7,-200,7.7,337,197,4.4,79.1,0.6687,23,2,2005,8,0,0,1126,886,719,1208,936
8392,8392,8392,23/02/2005 9:00,8392,1.9,-200,6.2,360,198,4.3,79.8,0.6706,23,2,2005,9,0,0,1033,820,740,1114,870
8393,8393,8393,23/02/2005 10:00,8393,1.4,-200,3.8,243,167,3.1,83,0.6419,23,2,2005,10,0,0,944,697,881,1022,688
8394,8394,8394,23/02/2005 11:00,8394,1.3,-200,3.6,277,180,2.8,83.9,0.6326,23,2,2005,11,0,0,955,687,895,1004,706
8395,8395,8395,23/02/2005 12:00,8395,1.2,-200,3.7,266,169,3.9,79.5,0.6482,23,2,2005,12,0,0,992,694,900,1020,756
8396,8396,8396,23/02/2005 13:00,8396,1.9,-200,8.3,317,210,5.1,74.5,0.6621,23,2,2005,13,0,0,1090,910,701,1192,974
8397,8397,8397,23/02/2005 14:00,8397,2.5,-200,10.1,375,232,5.7,72.5,0.6686,23,2,2005,14,0,0,1151,983,629,1244,1121
8398,8398,8398,23/02/2005 15:00,8398,2.3,-200,9.9,349,223,5.6,74.6,0.6826,23,2,2005,15,0,0,1148,975,638,1243,1064
8399,8399,8399,23/02/2005 16:00,8399,2.3,-200,9.2,377,224,5.4,75.9,0.6875,23,2,2005,16,0,0,1140,946,653,1231,1076
8400,8400,8400,23/02/2005 17:00,8400,2.5,-200,10.3,403,238,4.9,78.2,0.6826,23,2,2005,17,0,0,1160,990,632,1254,1090
8401,8401,8401,23/02/2005 18:00,8401,2.8,-200,11.4,422,249,4.8,79,0.6845,23,2,2005,18,0,0,1167,1027,610,1289,1119
8402,8402,8402,23/02/2005 19:00,8402,2.7,-200,11.7,388,223,4.8,78.6,0.6826,23,2,2005,19,0,0,1194,1038,605,1317,1181
8403,8403,8403,23/02/2005 20:00,8403,3.1,-200,12.6,431,244,4.6,78.2,0.6686,23,2,2005,20,0,0,1224,1071,590,1331,1240
8404,8404,8404,23/02/2005 21:00,8404,2.9,-200,11.4,425,243,4.2,79.7,0.6647,23,2,2005,21,0,0,1209,1028,619,1264,1254
8405,8405,8405,23/02/2005 22:00,8405,2.6,-200,9.6,391,226,4.3,78.9,0.6621,23,2,2005,22,0,0,1145,962,657,1212,1192
8406,8406,8406,23/02/2005 23:00,8406,1.5,-200,4.6,231,167,4.2,77.9,0.6479,23,2,2005,23,0,0,1016,744,825,1053,1020
8407,8407,8407,24/02/2005 0:00,8407,1.6,-200,4.7,248,172,3.2,83,0.645,24,2,2005,0,0,0,1018,750,831,1051,916
8408,8408,8408,24/02/2005 1:00,8408,1.1,-200,2.6,142,120,5.1,74.5,0.6626,24,2,2005,1,0,0,937,625,977,983,798
8409,8409,8409,24/02/2005 2:00,8409,0.9,-200,2.9,117,100,4,80.8,0.6666,24,2,2005,2,0,0,949,647,956,1023,762
8410,8410,8410,24/02/2005 3:00,8410,0.7,-200,1.5,-200,-200,4.3,81,0.677,24,2,2005,3,0,0,895,545,1080,964,685
8411,8411,8411,24/02/2005 4:00,8411,-200,-200,1.3,96,86,2.9,85.3,0.6503,24,2,2005,4,0,0,884,528,1148,960,619
8412,8412,8412,24/02/2005 5:00,8412,0.6,-200,1.2,87,81,3.3,84.5,0.6612,24,2,2005,5,0,0,883,518,1135,962,606
8413,8413,8413,24/02/2005 6:00,8413,0.8,-200,3,197,131,3.6,84.4,0.6724,24,2,2005,6,0,0,968,652,937,1051,788
8414,8414,8414,24/02/2005 7:00,8414,1.5,-200,5.5,290,170,3.8,83.8,0.6771,24,2,2005,7,0,0,1071,787,755,1146,947
8415,8415,8415,24/02/2005 8:00,8415,3.1,-200,12.9,621,267,4.1,82.5,0.6819,24,2,2005,8,0,0,1310,1082,555,1400,1254
8416,8416,8416,24/02/2005 9:00,8416,3.8,-200,14.5,645,269,3.9,83.9,0.6847,24,2,2005,9,0,0,1332,1132,522,1439,1352
8417,8417,8417,24/02/2005 10:00,8417,2.7,-200,9,573,244,4.1,83.9,0.6967,24,2,2005,10,0,0,1178,939,640,1228,1165
8418,8418,8418,24/02/2005 11:00,8418,1.8,-200,6.5,414,232,4.6,82,0.6997,24,2,2005,11,0,0,1093,836,728,1142,1025
8419,8419,8419,24/02/2005 12:00,8419,1.4,-200,5.4,314,196,5.5,79.5,0.7238,24,2,2005,12,0,0,1060,784,770,1117,941
8420,8420,8420,24/02/2005 13:00,8420,1.7,-200,7.4,317,195,6.7,76.2,0.7519,24,2,2005,13,0,0,1121,873,697,1206,1000
8421,8421,8421,24/02/2005 14:00,8421,1.9,-200,7.7,290,189,7.9,69,0.7394,24,2,2005,14,0,0,1118,888,685,1223,962
8422,8422,8422,24/02/2005 15:00,8422,2.2,-200,10.7,385,212,8.5,66.3,0.7387,24,2,2005,15,0,0,1205,1002,612,1299,1214
8423,8423,8423,24/02/2005 16:00,8423,3,-200,13.3,507,267,7.6,70.8,0.7399,24,2,2005,16,0,0,1274,1094,537,1364,1428
8424,8424,8424,24/02/2005 17:00,8424,3,-200,13.2,534,262,7.2,72.4,0.7372,24,2,2005,17,0,0,1301,1092,525,1388,1484
8425,8425,8425,24/02/2005 18:00,8425,3.9,-200,17.5,601,270,6.7,74.2,0.7326,24,2,2005,18,0,0,1405,1224,468,1503,1658
8426,8426,8426,24/02/2005 19:00,8426,4,-200,17.7,583,260,6.1,75.8,0.7184,24,2,2005,19,0,0,1375,1230,473,1522,1632
8427,8427,8427,24/02/2005 20:00,8427,3.9,-200,17.5,551,265,6.3,74.9,0.7187,24,2,2005,20,0,0,1367,1225,485,1492,1628
8428,8428,8428,24/02/2005 21:00,8428,3.5,-200,14.1,547,262,6,78,0.7345,24,2,2005,21,0,0,1324,1121,531,1399,1481
8429,8429,8429,24/02/2005 22:00,8429,2.4,-200,8.4,385,227,5.6,81.2,0.7443,24,2,2005,22,0,0,1170,917,652,1218,1205
8430,8430,8430,24/02/2005 23:00,8430,2.1,-200,7.9,318,192,5.5,81.5,0.7393,24,2,2005,23,0,0,1169,895,681,1201,1106
8431,8431,8431,25/02/2005 0:00,8431,2.5,-200,8.1,356,202,5.3,84.1,0.753,25,2,2005,0,0,0,1181,905,657,1215,1106
8432,8432,8432,25/02/2005 1:00,8432,2.1,-200,7.1,326,189,5.2,83.9,0.7487,25,2,2005,1,0,0,1146,860,692,1181,1092
8433,8433,8433,25/02/2005 2:00,8433,1.5,-200,5.2,233,157,5.1,83.5,0.7416,25,2,2005,2,0,0,1059,773,767,1127,984
8434,8434,8434,25/02/2005 3:00,8434,1.1,-200,3.4,-200,-200,5,82.9,0.73,25,2,2005,3,0,0,1010,679,854,1046,889
8435,8435,8435,25/02/2005 4:00,8435,1,-200,3.4,116,97,5,82.5,0.7265,25,2,2005,4,0,0,1007,677,863,1053,848
8436,8436,8436,25/02/2005 5:00,8436,0.8,-200,2.1,120,100,5,82.8,0.7273,25,2,2005,5,0,0,932,595,991,1025,771
8437,8437,8437,25/02/2005 6:00,8437,1,-200,4.1,228,146,5.2,80.7,0.7219,25,2,2005,6,0,0,998,717,872,1095,895
8438,8438,8438,25/02/2005 7:00,8438,1.4,-200,6.1,303,175,5.3,80.2,0.7179,25,2,2005,7,0,0,1072,819,751,1161,1003
8439,8439,8439,25/02/2005 8:00,8439,3.6,-200,18.7,-200,-200,5.7,79.7,0.734,25,2,2005,8,0,0,1424,1260,494,1568,1442
8440,8440,8440,25/02/2005 9:00,8440,5.8,-200,27.9,-200,-200,6.2,76.8,0.7355,25,2,2005,9,0,0,1527,1502,411,1868,1727
8441,8441,8441,25/02/2005 10:00,8441,4.2,-200,17.8,529,190,8.3,67.4,0.7384,25,2,2005,10,0,0,1364,1234,504,1533,1606
8442,8442,8442,25/02/2005 11:00,8442,3.3,-200,11.8,615,166,10.8,52.1,0.6746,25,2,2005,11,0,0,1190,1044,615,1324,1354
8443,8443,8443,25/02/2005 12:00,8443,1.7,-200,6.6,298,153,13,40.3,0.6028,25,2,2005,12,0,0,1021,839,771,1084,914
8444,8444,8444,25/02/2005 13:00,8444,2.1,-200,8.4,317,167,10.9,44.8,0.5849,25,2,2005,13,0,0,1051,914,707,1122,913
8445,8445,8445,25/02/2005 14:00,8445,2.2,-200,7.6,305,137,11.5,42.1,0.5706,25,2,2005,14,0,0,1021,882,727,1097,847
8446,8446,8446,25/02/2005 15:00,8446,1.8,-200,6.7,253,140,12.5,38.5,0.5568,25,2,2005,15,0,0,1016,842,762,1067,778
8447,8447,8447,25/02/2005 16:00,8447,2,-200,7.9,296,150,12.6,38.5,0.5586,25,2,2005,16,0,0,1040,893,723,1104,835
8448,8448,8448,25/02/2005 17:00,8448,2.3,-200,8.4,293,152,12.3,38.4,0.5488,25,2,2005,17,0,0,1089,916,710,1124,903
8449,8449,8449,25/02/2005 18:00,8449,2.8,-200,12.1,353,177,10.2,43.1,0.5366,25,2,2005,18,0,0,1148,1054,631,1233,1157
8450,8450,8450,25/02/2005 19:00,8450,3.4,-200,12.6,399,189,8.6,48.2,0.5385,25,2,2005,19,0,0,1162,1070,625,1229,1237
8451,8451,8451,25/02/2005 20:00,8451,4,-200,13.6,454,195,7.8,50.8,0.5384,25,2,2005,20,0,0,1197,1102,609,1309,1253
8452,8452,8452,25/02/2005 21:00,8452,2.3,-200,8.1,356,179,7.3,52.8,0.5404,25,2,2005,21,0,0,1059,905,735,1098,1130
8453,8453,8453,25/02/2005 22:00,8453,2.7,-200,11.2,473,188,6.2,62.4,0.5958,25,2,2005,22,0,0,1207,1023,629,1233,1373
8454,8454,8454,25/02/2005 23:00,8454,2.7,-200,10.1,482,170,5.1,68.2,0.6033,25,2,2005,23,0,0,1188,983,648,1193,1338
8455,8455,8455,26/02/2005 0:00,8455,2.8,-200,8.8,443,161,4.7,69,0.5936,26,2,2005,0,0,0,1153,933,687,1133,1268
8456,8456,8456,26/02/2005 1:00,8456,2.1,-200,6.8,373,145,4,69.8,0.5756,26,2,2005,1,0,0,1061,849,757,1063,1125
8457,8457,8457,26/02/2005 2:00,8457,1.9,-200,6.4,320,136,3.4,71.3,0.5626,26,2,2005,2,0,0,1028,831,771,1063,1054
8458,8458,8458,26/02/2005 3:00,8458,2.1,-200,6.7,-200,-200,2.8,74,0.5591,26,2,2005,3,0,0,1082,843,729,1061,1090
8459,8459,8459,26/02/2005 4:00,8459,1.7,-200,5.2,233,122,2.3,75.1,0.5514,26,2,2005,4,0,0,1037,771,784,1004,1029
8460,8460,8460,26/02/2005 5:00,8460,1.3,-200,3.6,161,115,3.8,66.2,0.5359,26,2,2005,5,0,0,942,688,897,947,882
8461,8461,8461,26/02/2005 6:00,8461,0.9,-200,2.7,137,103,4.6,60.5,0.5173,26,2,2005,6,0,0,904,633,993,897,717
8462,8462,8462,26/02/2005 7:00,8462,1,-200,1.9,144,108,5.7,54.3,0.5022,26,2,2005,7,0,0,855,578,1121,855,599
8463,8463,8463,26/02/2005 8:00,8463,1,-200,3.9,182,124,6.2,51.3,0.488,26,2,2005,8,0,0,914,705,966,926,687
8464,8464,8464,26/02/2005 9:00,8464,1.5,-200,4.1,227,133,6.7,49.5,0.4892,26,2,2005,9,0,0,933,714,899,927,706
8465,8465,8465,26/02/2005 10:00,8465,1.5,-200,3.7,203,124,8.8,45,0.5114,26,2,2005,10,0,0,942,696,920,912,682
8466,8466,8466,26/02/2005 11:00,8466,1.4,-200,3.6,179,116,9.6,43.5,0.5202,26,2,2005,11,0,0,943,688,924,909,629
8467,8467,8467,26/02/2005 12:00,8467,2.4,-200,4.1,171,113,9.8,43.3,0.5238,26,2,2005,12,0,0,959,717,892,939,664
8468,8468,8468,26/02/2005 13:00,8468,2.8,-200,4.5,181,117,9.9,43.5,0.53,26,2,2005,13,0,0,971,739,868,972,664
8469,8469,8469,26/02/2005 14:00,8469,2.9,-200,4.5,175,118,9.8,44.1,0.5332,26,2,2005,14,0,0,954,735,863,953,630
8470,8470,8470,26/02/2005 15:00,8470,2.6,-200,2.9,148,108,9.7,45.1,0.5417,26,2,2005,15,0,0,929,645,962,906,524
8471,8471,8471,26/02/2005 16:00,8471,2.5,-200,3.1,132,98,9,47.3,0.542,26,2,2005,16,0,0,933,660,955,911,488
8472,8472,8472,26/02/2005 17:00,8472,2.7,-200,3.9,162,117,7.4,56,0.5797,26,2,2005,17,0,0,967,704,888,961,609
8473,8473,8473,26/02/2005 18:00,8473,2.8,-200,4.2,185,126,6.4,61.7,0.5956,26,2,2005,18,0,0,987,723,863,974,684
8474,8474,8474,26/02/2005 19:00,8474,3,-200,5.2,234,142,6.8,58,0.5758,26,2,2005,19,0,0,1003,772,821,1008,788
8475,8475,8475,26/02/2005 20:00,8475,3.7,-200,10.2,275,157,7.3,56.7,0.5806,26,2,2005,20,0,0,1138,986,663,1188,1030
8476,8476,8476,26/02/2005 21:00,8476,3.5,-200,8.1,272,161,7.2,56.7,0.579,26,2,2005,21,0,0,1087,903,713,1106,1026
8477,8477,8477,26/02/2005 22:00,8477,3.8,-200,8.5,331,169,6.7,59.1,0.5848,26,2,2005,22,0,0,1129,920,689,1139,1182
8478,8478,8478,26/02/2005 23:00,8478,4.3,-200,10.7,347,166,5.9,62.1,0.5808,26,2,2005,23,0,0,1191,1005,637,1224,1284
8479,8479,8479,27/02/2005 0:00,8479,4.8,-200,11.5,488,189,6.3,60.4,0.5811,27,2,2005,0,0,0,1256,1032,612,1230,1371
8480,8480,8480,27/02/2005 1:00,8480,4.2,-200,9.5,404,184,5.5,60.2,0.5458,27,2,2005,1,0,0,1171,960,679,1121,1234
8481,8481,8481,27/02/2005 2:00,8481,3.3,-200,5.3,255,145,4.6,64.4,0.5525,27,2,2005,2,0,0,1016,780,798,1004,1060
8482,8482,8482,27/02/2005 3:00,8482,3,-200,5.8,-200,-200,3.5,68.8,0.5458,27,2,2005,3,0,0,1035,805,790,1022,1038
8483,8483,8483,27/02/2005 4:00,8483,-200,-200,4.6,174,119,2.8,70.9,0.5383,27,2,2005,4,0,0,980,744,840,979,970
8484,8484,8484,27/02/2005 5:00,8484,1,-200,2.7,108,87,3.7,65.9,0.5295,27,2,2005,5,0,0,901,631,988,915,751
8485,8485,8485,27/02/2005 6:00,8485,0.9,-200,3.1,107,77,1.6,74.3,0.5168,27,2,2005,6,0,0,914,655,949,949,742
8486,8486,8486,27/02/2005 7:00,8486,1.1,-200,3.2,188,112,1.4,76.3,0.5261,27,2,2005,7,0,0,940,665,900,955,879
8487,8487,8487,27/02/2005 8:00,8487,1.1,-200,3.6,225,118,2.5,69.5,0.5172,27,2,2005,8,0,0,935,689,894,949,871
8488,8488,8488,27/02/2005 9:00,8488,1.2,-200,3.7,208,124,3.7,64.8,0.5208,27,2,2005,9,0,0,970,691,891,956,890
8489,8489,8489,27/02/2005 10:00,8489,1.7,-200,6.4,270,144,7.8,49.9,0.5307,27,2,2005,10,0,0,1064,830,739,1053,1059
8490,8490,8490,27/02/2005 11:00,8490,1.6,-200,5.2,202,128,11.2,37.1,0.4936,27,2,2005,11,0,0,1023,776,817,972,808
8491,8491,8491,27/02/2005 12:00,8491,1.4,-200,3.9,168,120,12.6,30.6,0.446,27,2,2005,12,0,0,955,706,888,884,616
8492,8492,8492,27/02/2005 13:00,8492,1.8,-200,4.1,191,131,10.3,32.9,0.4131,27,2,2005,13,0,0,943,714,898,868,609
8493,8493,8493,27/02/2005 14:00,8493,1.1,-200,2.5,149,115,10,35.5,0.4346,27,2,2005,14,0,0,895,622,1012,804,471
8494,8494,8494,27/02/2005 15:00,8494,0.9,-200,2.2,101,82,8.8,40,0.4538,27,2,2005,15,0,0,890,601,1053,803,391
8495,8495,8495,27/02/2005 16:00,8495,1.1,-200,2.3,134,100,8.3,40.3,0.4431,27,2,2005,16,0,0,904,608,1033,807,398
8496,8496,8496,27/02/2005 17:00,8496,1.1,-200,2.4,150,111,7.9,38.9,0.4141,27,2,2005,17,0,0,888,611,1035,791,419
8497,8497,8497,27/02/2005 18:00,8497,1.2,-200,2.9,188,132,6.8,41,0.4072,27,2,2005,18,0,0,905,648,1007,822,509
8498,8498,8498,27/02/2005 19:00,8498,1.6,-200,4.9,254,155,6,42,0.3962,27,2,2005,19,0,0,974,757,886,884,723
8499,8499,8499,27/02/2005 20:00,8499,2.6,-200,6.8,324,181,5.5,43.5,0.3963,27,2,2005,20,0,0,1048,847,801,955,888
8500,8500,8500,27/02/2005 21:00,8500,1.5,-200,3.1,238,155,4.6,46.8,0.4001,27,2,2005,21,0,0,895,660,975,826,596
8501,8501,8501,27/02/2005 22:00,8501,1,-200,2.1,128,105,4.5,48,0.4085,27,2,2005,22,0,0,875,594,1079,793,451
8502,8502,8502,27/02/2005 23:00,8502,1.3,-200,3.9,169,119,4.3,48.6,0.4069,27,2,2005,23,0,0,943,703,950,870,581
8503,8503,8503,28/02/2005 0:00,8503,1.6,-200,3.8,215,150,4,50,0.4115,28,2,2005,0,0,0,947,697,913,878,698
8504,8504,8504,28/02/2005 1:00,8504,1,-200,1.8,111,94,4,52.9,0.4338,28,2,2005,1,0,0,865,566,1119,797,423
8505,8505,8505,28/02/2005 2:00,8505,0.6,-200,1,60,56,4,51,0.42,28,2,2005,2,0,0,823,503,1268,755,332
8506,8506,8506,28/02/2005 3:00,8506,0.4,-200,0.6,-200,-200,3.9,48.1,0.393,28,2,2005,3,0,0,798,452,1435,699,280
8507,8507,8507,28/02/2005 4:00,8507,0.3,-200,0.4,29,28,3.8,48,0.3879,28,2,2005,4,0,0,781,425,1609,667,261
8508,8508,8508,28/02/2005 5:00,8508,0.3,-200,0.3,25,25,3.6,50.3,0.4022,28,2,2005,5,0,0,781,409,1664,669,252
8509,8509,8509,28/02/2005 6:00,8509,0.3,-200,0.2,34,31,2.8,52.6,0.3972,28,2,2005,6,0,0,779,402,1665,684,257
8510,8510,8510,28/02/2005 7:00,8510,0.4,-200,0.7,89,66,2.5,52.7,0.3908,28,2,2005,7,0,0,817,462,1378,732,308
8511,8511,8511,28/02/2005 8:00,8511,1,-200,2.6,212,111,2.7,50.5,0.3804,28,2,2005,8,0,0,893,629,1015,837,456
8512,8512,8512,28/02/2005 9:00,8512,1.2,-200,3.1,216,122,2.7,49.4,0.3714,28,2,2005,9,0,0,883,659,943,842,527
8513,8513,8513,28/02/2005 10:00,8513,1,-200,2.3,191,115,3.3,45.2,0.354,28,2,2005,10,0,0,839,608,1040,780,475
8514,8514,8514,28/02/2005 11:00,8514,0.9,-200,2,200,123,3.1,43.3,0.3354,28,2,2005,11,0,0,809,587,1084,744,434
8515,8515,8515,28/02/2005 12:00,8515,0.8,-200,2,164,119,3.7,38.8,0.3123,28,2,2005,12,0,0,805,584,1137,726,385
8516,8516,8516,28/02/2005 13:00,8516,1.1,-200,3.1,185,125,4,36.8,0.3016,28,2,2005,13,0,0,840,661,1016,757,435
8517,8517,8517,28/02/2005 14:00,8517,1,-200,2.9,156,110,3.7,35,0.2823,28,2,2005,14,0,0,812,646,1045,731,421
8518,8518,8518,28/02/2005 15:00,8518,0.8,-200,2.1,155,111,3.4,32.4,0.2563,28,2,2005,15,0,0,782,594,1134,673,371
8519,8519,8519,28/02/2005 16:00,8519,0.9,-200,2.5,158,114,3.3,33.1,0.2592,28,2,2005,16,0,0,799,617,1099,699,382
8520,8520,8520,28/02/2005 17:00,8520,0.9,-200,2.8,166,114,2.6,35.1,0.2618,28,2,2005,17,0,0,812,640,1093,716,408
8521,8521,8521,28/02/2005 18:00,8521,2,-200,6.7,268,140,2.1,36.6,0.2634,28,2,2005,18,0,0,922,842,849,858,676
8522,8522,8522,28/02/2005 19:00,8522,2.4,-200,8.1,309,141,1.6,37.9,0.2645,28,2,2005,19,0,0,938,903,790,885,798
8523,8523,8523,28/02/2005 20:00,8523,2.5,-200,7.4,297,142,1.4,38,0.2615,28,2,2005,20,0,0,939,872,814,870,793
8524,8524,8524,28/02/2005 21:00,8524,1.6,-200,3.6,225,123,1,36.6,0.2456,28,2,2005,21,0,0,827,687,1015,727,573
8525,8525,8525,28/02/2005 22:00,8525,0.9,-200,1.9,122,90,1.1,35.4,0.2382,28,2,2005,22,0,0,776,580,1183,655,402
8526,8526,8526,28/02/2005 23:00,8526,0.7,-200,1.4,100,79,1,34.3,0.2292,28,2,2005,23,0,0,755,538,1285,621,343
8527,8527,8527,01/03/2005 0:00,8527,0.6,-200,1.2,86,69,1,37.4,0.2487,1,3,2005,0,0,0,766,515,1327,642,322
8528,8528,8528,01/03/2005 1:00,8528,0.6,-200,0.9,71,60,0.7,41.2,0.2693,1,3,2005,1,0,0,762,487,1364,640,307
8529,8529,8529,01/03/2005 2:00,8529,0.4,-200,0.6,39,37,0.2,40.6,0.2566,1,3,2005,2,0,0,736,453,1498,602,268
8530,8530,8530,01/03/2005 3:00,8530,0.2,-200,0.2,-200,-200,0.1,40,0.2499,1,3,2005,3,0,0,715,387,1791,559,227
8531,8531,8531,01/03/2005 4:00,8531,0.2,-200,0.2,29,27,-0.1,37.5,0.2326,1,3,2005,4,0,0,716,390,1804,551,221
8532,8532,8532,01/03/2005 5:00,8532,0.2,-200,0.3,32,30,-0.3,38.4,0.2347,1,3,2005,5,0,0,731,408,1727,561,225
8533,8533,8533,01/03/2005 6:00,8533,0.2,-200,0.3,37,33,-0.6,40.1,0.2404,1,3,2005,6,0,0,735,407,1677,579,232
8534,8534,8534,01/03/2005 7:00,8534,0.5,-200,1,134,84,-0.6,41.4,0.2478,1,3,2005,7,0,0,779,500,1361,652,313
8535,8535,8535,01/03/2005 8:00,8535,1.5,-200,5.2,358,147,-0.2,40.2,0.2478,1,3,2005,8,0,0,915,774,911,839,629
8536,8536,8536,01/03/2005 9:00,8536,1.9,-200,6.1,354,143,0.6,36.8,0.2388,1,3,2005,9,0,0,905,818,853,840,790
8537,8537,8537,01/03/2005 10:00,8537,1.4,-200,3.6,284,122,2.8,30.3,0.2294,1,3,2005,10,0,0,835,688,988,720,630
8538,8538,8538,01/03/2005 11:00,8538,0.9,-200,2.3,213,109,3.1,29.1,0.224,1,3,2005,11,0,0,798,609,1122,660,472
8539,8539,8539,01/03/2005 12:00,8539,0.7,-200,1.9,174,95,3.3,29.2,0.2288,1,3,2005,12,0,0,783,580,1181,647,378
8540,8540,8540,01/03/2005 13:00,8540,0.8,-200,2.6,157,94,3.1,31,0.2386,1,3,2005,13,0,0,807,623,1097,684,384
8541,8541,8541,01/03/2005 14:00,8541,1,-200,3.1,178,102,3.2,30.8,0.2399,1,3,2005,14,0,0,827,660,1030,709,426
8542,8542,8542,01/03/2005 15:00,8542,0.9,-200,2.7,187,107,3.3,31.5,0.2464,1,3,2005,15,0,0,822,632,1074,701,442
8543,8543,8543,01/03/2005 16:00,8543,1,-200,3,198,113,4.1,28.6,0.2363,1,3,2005,16,0,0,830,655,1045,710,467
8544,8544,8544,01/03/2005 17:00,8544,0.9,-200,3,186,110,3.9,29.2,0.2378,1,3,2005,17,0,0,833,653,1073,708,448
8545,8545,8545,01/03/2005 18:00,8545,1.4,-200,5,203,116,1.9,35,0.2494,1,3,2005,18,0,0,882,766,922,815,582
8546,8546,8546,01/03/2005 19:00,8546,2.1,-200,7.5,313,148,1.8,35.4,0.2497,1,3,2005,19,0,0,967,880,815,887,892
8547,8547,8547,01/03/2005 20:00,8547,2.8,-200,9.5,342,156,1.4,36.5,0.2503,1,3,2005,20,0,0,1009,958,751,935,1006
8548,8548,8548,01/03/2005 21:00,8548,2.2,-200,5.3,310,159,0.8,36.3,0.2388,1,3,2005,21,0,0,911,777,913,796,852
8549,8549,8549,01/03/2005 22:00,8549,1,-200,2.4,165,116,0.6,34.1,0.221,1,3,2005,22,0,0,808,613,1137,672,543
8550,8550,8550,01/03/2005 23:00,8550,1.1,-200,2.5,152,110,0.3,31.9,0.2031,1,3,2005,23,0,0,812,621,1143,669,529
8551,8551,8551,02/03/2005 0:00,8551,0.9,-200,2.2,141,102,0.2,30.2,0.191,2,3,2005,0,0,0,790,597,1184,637,465
8552,8552,8552,02/03/2005 1:00,8552,0.8,-200,1.5,122,93,0,29.7,0.1847,2,3,2005,1,0,0,765,544,1253,601,405
8553,8553,8553,02/03/2005 2:00,8553,0.6,-200,1.3,79,67,-0.1,31.9,0.1975,2,3,2005,2,0,0,761,525,1307,605,332
8554,8554,8554,02/03/2005 3:00,8554,0.5,-200,0.9,-200,-200,-1.1,41.4,0.2379,2,3,2005,3,0,0,788,486,1294,650,420
8555,8555,8555,02/03/2005 4:00,8555,-200,-200,0.7,81,75,-1.4,44.9,0.2536,2,3,2005,4,0,0,790,471,1302,669,532
8556,8556,8556,02/03/2005 5:00,8556,0.4,-200,0.9,77,73,-1.3,46.3,0.2635,2,3,2005,5,0,0,804,489,1262,698,630
8557,8557,8557,02/03/2005 6:00,8557,0.5,-200,1.4,124,96,-1.2,47.2,0.27,2,3,2005,6,0,0,831,537,1158,722,768
8558,8558,8558,02/03/2005 7:00,8558,0.7,-200,3.5,159,110,-1.3,47.5,0.2702,2,3,2005,7,0,0,881,680,1023,813,866
8559,8559,8559,02/03/2005 8:00,8559,2.4,-200,11,396,150,-1.9,51.4,0.2801,2,3,2005,8,0,0,1099,1013,690,1056,1254
8560,8560,8560,02/03/2005 9:00,8560,2.8,-200,12.4,479,169,-0.5,45.9,0.2763,2,3,2005,9,0,0,1100,1065,669,1072,1347
8561,8561,8561,02/03/2005 10:00,8561,2,-200,8.3,438,181,4.6,32.5,0.2783,2,3,2005,10,0,0,1042,910,774,922,1216
8562,8562,8562,02/03/2005 11:00,8562,2.2,-200,8.9,466,187,7.5,24.3,0.2528,2,3,2005,11,0,0,1026,935,747,942,1151
8563,8563,8563,02/03/2005 12:00,8563,1.4,-200,5.7,288,146,9.6,18.8,0.2246,2,3,2005,12,0,0,905,796,900,767,699
8564,8564,8564,02/03/2005 13:00,8564,1.2,-200,5.5,205,131,9.3,18.4,0.2157,2,3,2005,13,0,0,891,790,927,764,584
